Source	Interaction	Arrow	Arrow_Type	Dashes	Color	Target
hsa:192111	dephosphorylation	True	circle	True	black	hsa:10059
hsa:3052	reaction	True	arrow	False	blue	C00524
C00075	reaction	True	arrow	False	blue	hsa:5167
hsa:83667	inhibition	True	circle	False	black	hsa:54468
hsa:406902	inhibition	True	circle	False	black	hsa:2261
hsa:7498	reaction	True	arrow	False	blue	C16359
hsa:29110	activation	True	arrow	False	black	hsa:10133
hsa:5578	activation	True	arrow	False	black	hsa:8398
hsa:3586	inhibition	True	circle	False	black	hsa:4843
hsa:6309	reaction	True	arrow	False	blue	C01164
hsa:9722	binding/association	False	NA	False	black	hsa:51655
hsa:5598	activation	True	arrow	False	black	hsa:4780
hsa:2932	inhibition	True	circle	False	black	hsa:4609
hsa:162417	reaction	True	arrow	False	blue	C00025
C00049	reaction	True	arrow	False	blue	hsa:443
C00643	reaction	True	arrow	False	blue	hsa:169355
hsa:60496	reaction	True	arrow	False	blue	C00010
hsa:5566	binding/association	False	NA	False	black	hsa:102800317
hsa:1841	reaction	True	arrow	False	blue	C01346
hsa:5581	activation	True	arrow	False	black	hsa:56848
C04637	reaction	True	arrow	False	blue	hsa:5290
hsa:1576	reaction	True	arrow	False	blue	C16546
hsa:10482	binding/association	False	NA	False	black	hsa:65109
hsa:5156	activation	True	arrow	False	black	hsa:6714
C00249	reaction	True	arrow	False	blue	hsa:2180
hsa:7157	expression	True	arrow	False	black	hsa:3486
C01780	reaction	True	arrow	False	blue	hsa:6718
hsa:3596	activation	True	arrow	False	black	hsa:3597
C05273	reaction	True	arrow	False	blue	hsa:51102
hsa:81889	reaction	True	arrow	False	blue	C00122
C05445	reaction	True	arrow	False	blue	hsa:1593
C05752	reaction	True	arrow	False	blue	hsa:54995
hsa:55301	reaction	True	arrow	False	blue	C02679
hsa:837	activation	True	arrow	False	black	hsa:79792
hsa:2735	binding/association	False	NA	False	black	hsa:51684
hsa:6788	activation	True	arrow	False	black	hsa:55233
C14852	reaction	True	arrow	False	blue	hsa:2052
hsa:2531	reaction	True	arrow	False	blue	C00836
hsa:1646	reaction	True	arrow	False	blue	C18042
C00063	reaction	True	arrow	False	blue	hsa:10201
C03838	reaction	True	arrow	False	blue	hsa:2618
hsa:10451	compound	True	arrow	False	blue	hsa:5290
hsa:4086	expression	True	arrow	False	black	hsa:1852
hsa:3033	reaction	True	arrow	False	blue	C00640
hsa:1491	reaction	True	arrow	False	blue	C00109
hsa:3554	activation	True	arrow	False	black	hsa:6885
C00097	reaction	True	arrow	False	blue	hsa:1491
hsa:5747	indirect effect	True	arrow	True	black	hsa:824
hsa:5594	activation	True	arrow	False	black	hsa:2353
hsa:112755	binding/association	False	NA	False	black	hsa:6616
hsa:84284	reaction	True	arrow	False	blue	C01081
hsa:5932	binding/association	False	NA	False	black	hsa:4361
hsa:80347	reaction	True	arrow	False	blue	C00010
C02530	reaction	True	arrow	False	blue	hsa:1056
C06124	reaction	True	arrow	False	blue	hsa:8879
hsa:2309	expression	True	arrow	False	black	hsa:356
C00073	reaction	True	arrow	False	blue	hsa:27430
hsa:1495	dissociation	False	NA	True	black	hsa:1499
hsa:3091	activation	True	arrow	False	black	hsa:664
hsa:316	reaction	True	arrow	False	blue	C05843
C14786	reaction	True	arrow	False	blue	hsa:119391
hsa:51196	compound	True	arrow	False	blue	hsa:3708
hsa:3064	missing interaction	True	arrow	True	black	hsa:5978
hsa:11337	binding/association	False	NA	False	black	hsa:2554
hsa:1147	inhibition	True	circle	False	black	hsa:100132074
C00378	reaction	True	arrow	False	blue	hsa:27010
hsa:5925	dissociation	False	NA	True	black	hsa:1869
hsa:2767	activation	True	arrow	False	black	hsa:100137049
hsa:1634	binding/association	False	NA	False	black	hsa:2064
hsa:10965	reaction	True	arrow	False	blue	C00249
hsa:1615	reaction	True	arrow	False	blue	C02984
hsa:8439	activation	True	arrow	False	black	hsa:6610
hsa:10376	binding/association	False	NA	False	black	hsa:10381
hsa:1855	binding/association	False	NA	False	black	hsa:144165
C00037	reaction	True	arrow	False	blue	hsa:2628
hsa:9514	reaction	True	arrow	False	blue	C06126
hsa:6714	phosphorylation	True	circle	True	black	hsa:857
hsa:1718	reaction	True	arrow	False	blue	C01753
hsa:1719	reaction	True	arrow	False	blue	C00504
hsa:146850	activation	True	arrow	False	black	hsa:3265
C15606	reaction	True	arrow	False	blue	hsa:58478
C04438	reaction	True	arrow	False	blue	hsa:10434
hsa:1432	activation	True	arrow	False	black	hsa:3316
hsa:412	reaction	True	arrow	False	blue	C18044
C00877	reaction	True	arrow	False	blue	hsa:36
hsa:29110	activation	True	arrow	False	black	hsa:4790
hsa:10993	reaction	True	arrow	False	blue	C02218
hsa:6772	expression	True	arrow	False	black	hsa:30009
hsa:843	activation	True	arrow	False	black	hsa:836
hsa:5805	reaction	True	arrow	False	blue	C20239
C06049	reaction	True	arrow	False	blue	hsa:125061
C00043	reaction	True	arrow	False	blue	hsa:10020
hsa:6926	expression	True	arrow	False	black	hsa:79923
hsa:5792	inhibition	True	circle	False	black	hsa:3643
hsa:5578	activation	True	arrow	False	black	hsa:6531
hsa:4982	inhibition	True	circle	False	black	hsa:8600
hsa:5605	phosphorylation	True	circle	True	black	hsa:5594
hsa:10298	activation	True	arrow	False	black	hsa:998
C00103	reaction	True	arrow	False	blue	hsa:5236
hsa:841	activation	True	arrow	False	black	hsa:54205
hsa:1813	activation	True	arrow	False	black	hsa:2770
hsa:148	activation	True	arrow	False	black	hsa:51422
hsa:100526794	reaction	True	arrow	False	blue	C00559
hsa:6774	activation	True	arrow	False	black	hsa:149233
hsa:10616	inhibition	True	circle	False	black	hsa:8737
hsa:127281	reaction	True	arrow	False	blue	C00639
hsa:1723	reaction	True	arrow	False	blue	C00295
C00668	reaction	True	arrow	False	blue	hsa:2538
hsa:214	binding/association	False	NA	False	black	hsa:923
hsa:3594	activation	True	arrow	False	black	hsa:6775
hsa:3251	reaction	True	arrow	False	blue	C00385
hsa:1432	activation	True	arrow	False	black	hsa:4772
hsa:2805	reaction	True	arrow	False	blue	C01179
hsa:10331	reaction	True	arrow	False	blue	G00050
hsa:8737	binding/association	False	NA	False	black	hsa:11035
hsa:3908	binding/association	False	NA	False	black	hsa:1605
hsa:406959	inhibition	True	circle	False	black	hsa:7430
C05498	reaction	True	arrow	False	blue	hsa:1589
hsa:3053	inhibition	True	circle	False	black	hsa:2147
hsa:5777	activation	True	arrow	False	black	hsa:1500
hsa:84284	reaction	True	arrow	False	blue	C00002
hsa:55770	activation	True	arrow	False	black	hsa:29110
hsa:836	activation	True	arrow	False	black	hsa:5058
C14870	reaction	True	arrow	False	blue	hsa:119391
hsa:29880	reaction	True	arrow	False	blue	C01246
hsa:119391	reaction	True	arrow	False	blue	C07645
hsa:4804	binding/association	False	NA	False	black	hsa:7189
hsa:3480	activation	True	arrow	False	black	hsa:6714
hsa:153	activation	True	arrow	False	black	hsa:2770
hsa:5346	indirect effect	True	arrow	True	black	hsa:3991
C00570	reaction	True	arrow	False	blue	hsa:10390
hsa:406925	inhibition	True	circle	False	black	hsa:10297
hsa:353	reaction	True	arrow	False	blue	C04677
hsa:8408	activation	True	arrow	False	black	hsa:55626
hsa:100132074	expression	True	arrow	False	black	hsa:10912
hsa:5566	activation	True	arrow	False	black	hsa:5346
C05973	reaction	True	arrow	False	blue	hsa:10908
hsa:27349	reaction	True	arrow	False	blue	C00083
hsa:4128	reaction	True	arrow	False	blue	C00546
C16334	reaction	True	arrow	False	blue	hsa:30
hsa:836	activation	True	arrow	False	black	hsa:1630
hsa:3029	reaction	True	arrow	False	blue	C00256
hsa:4534	reaction	True	arrow	False	blue	C04062
hsa:1718	reaction	True	arrow	False	blue	C05109
C15972	reaction	True	arrow	False	blue	hsa:4967
C06002	reaction	True	arrow	False	blue	hsa:217
hsa:406906	inhibition	True	circle	False	black	hsa:3162
hsa:2641	activation	True	arrow	False	black	hsa:2642
hsa:135152	reaction	True	arrow	False	blue	G13082
hsa:10451	activation	True	arrow	False	black	hsa:387
hsa:22800	activation	True	arrow	False	black	hsa:5290
C05269	reaction	True	arrow	False	blue	hsa:10449
C15850	activation	True	arrow	False	black	hsa:4142
hsa:2207	binding/association	False	NA	False	black	hsa:259197
C01935	reaction	True	arrow	False	blue	hsa:276
hsa:156	activation	True	arrow	False	black	hsa:6608
hsa:5019	reaction	True	arrow	False	blue	C00164
hsa:2697	binding/association	False	NA	False	black	hsa:7082
hsa:1962	reaction	True	arrow	False	blue	C05263
C01243	reaction	True	arrow	False	blue	hsa:3628
hsa:7067	expression	True	arrow	False	black	hsa:652
C16255	reaction	True	arrow	False	blue	hsa:5160
hsa:335	binding/association	False	NA	False	black	hsa:19
G00050	reaction	True	arrow	False	blue	hsa:10690
C02918	reaction	True	arrow	False	blue	hsa:4837
hsa:25805	inhibition	True	circle	False	black	hsa:657
hsa:815	activation	True	arrow	False	black	hsa:6262
hsa:2990	reaction	True	arrow	False	blue	C00191
hsa:11035	activation	True	arrow	False	black	hsa:5599
hsa:7189	activation	True	arrow	False	black	hsa:6885
C00083	reaction	True	arrow	False	blue	hsa:31
hsa:124	reaction	True	arrow	False	blue	C00071
hsa:6885	activation	True	arrow	False	black	hsa:4790
hsa:129607	reaction	True	arrow	False	blue	C00105
C00068	reaction	True	arrow	False	blue	hsa:4967
C00122	reaction	True	arrow	False	blue	hsa:6389
hsa:255043	reaction	True	arrow	False	blue	C00670
hsa:5290	indirect effect	True	arrow	True	black	hsa:10000
hsa:11019	reaction	True	arrow	False	blue	C05752
hsa:1312	reaction	True	arrow	False	blue	C05584
C00065	reaction	True	arrow	False	blue	hsa:54938
C05258	reaction	True	arrow	False	blue	hsa:3030
C00445	reaction	True	arrow	False	blue	hsa:275
hsa:51100	activation	True	arrow	False	black	hsa:7405
hsa:163688	activation	True	arrow	False	black	hsa:5923
C16635	reaction	True	arrow	False	blue	hsa:978
hsa:145957	activation	True	arrow	False	black	hsa:2066
hsa:23395	reaction	True	arrow	False	blue	C02047
hsa:5499	inhibition	True	circle	False	black	hsa:5834
C00154	reaction	True	arrow	False	blue	hsa:126129
G00042	reaction	True	arrow	False	blue	hsa:2525
C00544	reaction	True	arrow	False	blue	hsa:3081
hsa:29906	reaction	True	arrow	False	blue	G00113
C04063	reaction	True	arrow	False	blue	hsa:3628
hsa:54995	reaction	True	arrow	False	blue	C05746
C00065	reaction	True	arrow	False	blue	hsa:102724560
C00041	reaction	True	arrow	False	blue	hsa:16
hsa:93978	binding/association	False	NA	False	black	hsa:2207
C04823	reaction	True	arrow	False	blue	hsa:158
C05269	reaction	True	arrow	False	blue	hsa:3030
hsa:8792	activation	True	arrow	False	black	hsa:7305
hsa:6714	activation	True	arrow	False	black	hsa:9855
hsa:1543	reaction	True	arrow	False	blue	C05298
hsa:7157	missing interaction	True	arrow	True	black	hsa:581
C01179	reaction	True	arrow	False	blue	hsa:6898
hsa:139341	binding/association	False	NA	False	black	hsa:11337
hsa:5238	reaction	True	arrow	False	blue	C04501
hsa:10628	binding/association	False	NA	False	black	hsa:25828
hsa:6504	binding/association	False	NA	False	black	hsa:1796
hsa:79053	reaction	True	arrow	False	blue	G10599
hsa:2678	reaction	True	arrow	False	blue	C05951
hsa:53630	reaction	True	arrow	False	blue	C00376
C06800	reaction	True	arrow	False	blue	hsa:1544
hsa:55529	reaction	True	arrow	False	blue	C11557
C16619	reaction	True	arrow	False	blue	hsa:7172
hsa:85407	activation	True	arrow	False	black	hsa:1855
hsa:5499	inhibition	True	circle	False	black	hsa:116443
hsa:8408	activation	True	arrow	False	black	hsa:9776
C05400	reaction	True	arrow	False	blue	hsa:2717
C05497	reaction	True	arrow	False	blue	hsa:1586
hsa:2023	reaction	True	arrow	False	blue	C00631
hsa:5566	inhibition	True	circle	False	black	hsa:5350
hsa:775	compound	True	arrow	False	blue	hsa:163688
hsa:7421	expression	True	arrow	False	black	hsa:6546
hsa:581	activation	True	arrow	False	black	hsa:836
hsa:125061	reaction	True	arrow	False	blue	C00058
hsa:1579	reaction	True	arrow	False	blue	C00777
C01794	reaction	True	arrow	False	blue	hsa:6342
hsa:10720	reaction	True	arrow	False	blue	C16577
hsa:10910	activation	True	arrow	False	black	hsa:114548
hsa:318	reaction	True	arrow	False	blue	C00002
hsa:318	reaction	True	arrow	False	blue	C00075
C00332	reaction	True	arrow	False	blue	hsa:3157
hsa:260434	inhibition	True	circle	False	black	hsa:29108
hsa:128869	reaction	True	arrow	False	blue	G13044
hsa:406935	inhibition	True	circle	False	black	hsa:7157
hsa:123099	reaction	True	arrow	False	blue	C00195
C00641	reaction	True	arrow	False	blue	hsa:10390
hsa:9020	phosphorylation	True	circle	True	black	hsa:1147
hsa:1268	activation	True	arrow	False	black	hsa:10681
hsa:4790	expression	True	arrow	False	black	hsa:1514
hsa:340156	activation	True	arrow	False	black	hsa:10398
hsa:58191	activation	True	arrow	False	black	hsa:10663
C05689	reaction	True	arrow	False	blue	hsa:1491
hsa:5290	activation	True	arrow	False	black	hsa:998
hsa:126129	compound	True	arrow	False	blue	hsa:2180
C18126	reaction	True	arrow	False	blue	hsa:253558
hsa:5566	activation	True	arrow	False	black	hsa:10368
hsa:7298	reaction	True	arrow	False	blue	C00365
C01179	reaction	True	arrow	False	blue	hsa:3242
hsa:6778	expression	True	arrow	False	black	hsa:2625
C00550	reaction	True	arrow	False	blue	hsa:339221
hsa:6383	activation	True	arrow	False	black	hsa:4478
hsa:4916	activation	True	arrow	False	black	hsa:10019
hsa:3897	activation	True	arrow	False	black	hsa:3897
hsa:4282	reaction	True	arrow	False	blue	C05350
hsa:6772	expression	True	arrow	False	black	hsa:3973
hsa:11112	reaction	True	arrow	False	blue	C06001
C00097	reaction	True	arrow	False	blue	hsa:2805
hsa:3458	expression	True	arrow	False	black	hsa:3383
hsa:2526	reaction	True	arrow	False	blue	G00056
hsa:1903	activation	True	arrow	False	black	hsa:10672
hsa:4067	phosphorylation	True	circle	True	black	hsa:930
hsa:4780	expression	True	arrow	False	black	hsa:1728
hsa:5371	inhibition	True	circle	False	black	hsa:6688
hsa:3549	activation	True	arrow	False	black	hsa:2619
C00100	reaction	True	arrow	False	blue	hsa:5095
hsa:406917	inhibition	True	circle	False	black	hsa:4194
hsa:8424	reaction	True	arrow	False	blue	C00487
C00398	reaction	True	arrow	False	blue	hsa:26
hsa:8480	binding/association	False	NA	False	black	hsa:10482
hsa:57680	inhibition	True	circle	False	black	hsa:1499
hsa:3953	activation	True	arrow	False	black	hsa:51422
hsa:5578	activation	True	arrow	False	black	hsa:10681
hsa:50814	reaction	True	arrow	False	blue	C15808
hsa:3633	reaction	True	arrow	False	blue	C11554
C04751	reaction	True	arrow	False	blue	hsa:10606
hsa:3561	activation	True	arrow	False	black	hsa:6778
hsa:2134	reaction	True	arrow	False	blue	G00164
hsa:5921	inhibition	True	circle	False	black	hsa:3265
hsa:50484	reaction	True	arrow	False	blue	C00206
hsa:1892	reaction	True	arrow	False	blue	C05266
hsa:5594	activation	True	arrow	False	black	hsa:1958
hsa:7132	activation	True	arrow	False	black	hsa:4214
C02918	reaction	True	arrow	False	blue	hsa:316
C15980	reaction	True	arrow	False	blue	hsa:36
hsa:5498	reaction	True	arrow	False	blue	C05770
hsa:11035	activation	True	arrow	False	black	hsa:1536
hsa:6654	activation	True	arrow	False	black	hsa:22800
hsa:51289	binding/association	False	NA	False	black	hsa:2770
C05634	reaction	True	arrow	False	blue	hsa:217
hsa:5494	inhibition	True	circle	False	black	hsa:5606
C05335	reaction	True	arrow	False	blue	hsa:4548
C02188	reaction	True	arrow	False	blue	hsa:10919
hsa:6714	activation	True	arrow	False	black	hsa:7442
hsa:51422	inhibition	True	circle	False	black	hsa:1080
hsa:3559	activation	True	arrow	False	black	hsa:6776
hsa:231	reaction	True	arrow	False	blue	C00181
hsa:9939	binding/association	False	NA	False	black	hsa:22794
hsa:1559	reaction	True	arrow	False	blue	C14850
hsa:1576	reaction	True	arrow	False	blue	C00468
hsa:50484	reaction	True	arrow	False	blue	C01346
hsa:5777	inhibition	True	circle	False	black	hsa:27040
C01176	reaction	True	arrow	False	blue	hsa:1589
hsa:84674	activation	True	arrow	False	black	hsa:8767
C06126	reaction	True	arrow	False	blue	hsa:2717
hsa:1019	inhibition	True	circle	False	black	hsa:5925
C01051	reaction	True	arrow	False	blue	hsa:7389
hsa:3170	expression	True	arrow	False	black	hsa:847
hsa:8862	activation	True	arrow	False	black	hsa:187
hsa:120071	reaction	True	arrow	False	blue	G13097
hsa:593	reaction	True	arrow	False	blue	C00068
hsa:4214	phosphorylation	True	circle	True	black	hsa:1147
C00154	reaction	True	arrow	False	blue	hsa:10558
hsa:5566	inhibition	True	circle	False	black	hsa:3776
hsa:6416	binding/association	False	NA	False	black	hsa:23162
hsa:270	reaction	True	arrow	False	blue	C00130
C00762	reaction	True	arrow	False	blue	hsa:3291
hsa:4929	expression	True	arrow	False	black	hsa:6770
C06002	reaction	True	arrow	False	blue	hsa:316
C03595	reaction	True	arrow	False	blue	hsa:10965
hsa:53947	reaction	True	arrow	False	blue	G00428
hsa:5409	reaction	True	arrow	False	blue	C00788
C00134	reaction	True	arrow	False	blue	hsa:6723
hsa:129607	reaction	True	arrow	False	blue	C00015
C00416	reaction	True	arrow	False	blue	hsa:10554
hsa:6093	inhibition	True	circle	False	black	hsa:4659
hsa:1854	reaction	True	arrow	False	blue	C04242
hsa:29086	binding/association	False	NA	False	black	hsa:84142
hsa:1719	reaction	True	arrow	False	blue	C00101
hsa:4860	reaction	True	arrow	False	blue	C00153
hsa:90952	binding/association	False	NA	False	black	hsa:90952
C01227	reaction	True	arrow	False	blue	hsa:1586
hsa:7538	activation	True	arrow	False	black	hsa:1437
hsa:154807	reaction	True	arrow	False	blue	C02059
hsa:1604	activation	True	arrow	False	black	hsa:2534
hsa:55586	reaction	True	arrow	False	blue	C00137
hsa:27349	reaction	True	arrow	False	blue	C01209
hsa:8424	reaction	True	arrow	False	blue	C01181
hsa:965	binding/association	False	NA	False	black	hsa:914
hsa:26007	reaction	True	arrow	False	blue	C00118
hsa:217	reaction	True	arrow	False	blue	C02946
hsa:4609	expression	True	arrow	False	black	hsa:3576
hsa:406900	inhibition	True	circle	False	black	hsa:1026
hsa:5111	activation	True	arrow	False	black	hsa:10714
hsa:8566	reaction	True	arrow	False	blue	C00534
hsa:10455	reaction	True	arrow	False	blue	C05279
hsa:4261	activation	True	arrow	False	black	hsa:1385
C00052	reaction	True	arrow	False	blue	hsa:2592
hsa:22800	inhibition	True	circle	False	black	hsa:8315
C07645	reaction	True	arrow	False	blue	hsa:218
hsa:1584	reaction	True	arrow	False	blue	C01176
hsa:1128	activation	True	arrow	False	black	hsa:2767
C05668	reaction	True	arrow	False	blue	hsa:1892
hsa:27115	reaction	True	arrow	False	blue	C00575
hsa:6850	activation	True	arrow	False	black	hsa:5290
hsa:2525	reaction	True	arrow	False	blue	G00046
hsa:119391	reaction	True	arrow	False	blue	C14855
hsa:27189	activation	True	arrow	False	black	hsa:132014
hsa:51176	expression	True	arrow	False	black	hsa:3725
hsa:440138	reaction	True	arrow	False	blue	G00006
C16453	reaction	True	arrow	False	blue	hsa:1548
hsa:7137	binding/association	False	NA	False	black	hsa:70
C00008	reaction	True	arrow	False	blue	hsa:10201
hsa:11035	activation	True	arrow	False	black	hsa:2752
hsa:572	indirect effect	True	arrow	True	black	hsa:54205
hsa:9776	binding/association	False	NA	False	black	hsa:9821
hsa:2353	expression	True	arrow	False	black	hsa:6352
C14840	reaction	True	arrow	False	blue	hsa:2052
hsa:10411	activation	True	arrow	False	black	hsa:5599
C00864	reaction	True	arrow	False	blue	hsa:55350
hsa:6714	activation	True	arrow	False	black	hsa:2212
hsa:9372	dissociation	False	NA	True	black	hsa:4087
hsa:57506	activation	True	arrow	False	black	hsa:114548
hsa:7976	activation	True	arrow	False	black	hsa:5290
G00050	reaction	True	arrow	False	blue	hsa:53947
hsa:7448	activation	True	arrow	False	black	hsa:3685
C03406	reaction	True	arrow	False	blue	hsa:435
hsa:1020	activation	True	arrow	False	black	hsa:1808
C00235	reaction	True	arrow	False	blue	hsa:2224
hsa:55748	reaction	True	arrow	False	blue	C00135
hsa:3459	binding/association	False	NA	False	black	hsa:3716
C00135	reaction	True	arrow	False	blue	hsa:3034
hsa:59350	binding/association	False	NA	False	black	hsa:2775
C15816	reaction	True	arrow	False	blue	hsa:51478
hsa:50808	reaction	True	arrow	False	blue	C00008
C00469	reaction	True	arrow	False	blue	hsa:124
C00112	reaction	True	arrow	False	blue	hsa:377841
hsa:54995	reaction	True	arrow	False	blue	C05761
hsa:23057	reaction	True	arrow	False	blue	C00857
hsa:1956	activation	True	arrow	False	black	hsa:5781
C00033	reaction	True	arrow	False	blue	hsa:218
C00705	reaction	True	arrow	False	blue	hsa:10201
hsa:35	reaction	True	arrow	False	blue	C00877
hsa:51701	inhibition	True	circle	False	black	hsa:100132074
hsa:1579	reaction	True	arrow	False	blue	C00219
hsa:406992	inhibition	True	circle	False	black	hsa:1871
C14852	reaction	True	arrow	False	blue	hsa:1545
hsa:5594	activation	True	arrow	False	black	hsa:4087
hsa:2185	activation	True	arrow	False	black	hsa:6714
hsa:30001	activation	True	arrow	False	black	hsa:9601
hsa:139189	reaction	True	arrow	False	blue	C00641
C02670	reaction	True	arrow	False	blue	hsa:217
hsa:10000	phosphorylation	True	circle	True	black	hsa:572
G00111	reaction	True	arrow	False	blue	hsa:6482
C00144	reaction	True	arrow	False	blue	hsa:10846
hsa:6772	expression	True	arrow	False	black	hsa:2277
hsa:10488	expression	True	arrow	False	black	hsa:2353
hsa:814	expression	True	arrow	False	black	hsa:10891
C00151	reaction	True	arrow	False	blue	hsa:124975
hsa:2147	activation	True	arrow	False	black	hsa:7056
hsa:1583	reaction	True	arrow	False	blue	C05500
hsa:1967	activation	True	arrow	False	black	hsa:1965
hsa:8312	binding/association	False	NA	False	black	hsa:10297
C03201	reaction	True	arrow	False	blue	hsa:8611
hsa:7852	indirect effect	True	arrow	True	black	hsa:2185
hsa:2805	reaction	True	arrow	False	blue	C05528
C00483	reaction	True	arrow	False	blue	hsa:4128
hsa:7157	expression	True	arrow	False	black	hsa:27113
hsa:6357	activation	True	arrow	False	black	hsa:1232
hsa:146664	reaction	True	arrow	False	blue	G00020
C00044	reaction	True	arrow	False	blue	hsa:377841
C00025	reaction	True	arrow	False	blue	hsa:10841
hsa:1548	reaction	True	arrow	False	blue	C16651
hsa:5566	activation	True	arrow	False	black	hsa:3708
hsa:9846	binding/association	False	NA	False	black	hsa:5336
hsa:10201	reaction	True	arrow	False	blue	C00075
C16255	reaction	True	arrow	False	blue	hsa:1737
C00445	reaction	True	arrow	False	blue	hsa:100528021
hsa:2538	reaction	True	arrow	False	blue	C00031
hsa:5336	binding/association	False	NA	False	black	hsa:29760
hsa:5957	inhibition	True	circle	False	black	hsa:131890
C04076	reaction	True	arrow	False	blue	hsa:501
hsa:5588	activation	True	arrow	False	black	hsa:29775
hsa:1644	reaction	True	arrow	False	blue	C05638
C00135	reaction	True	arrow	False	blue	hsa:55748
C00025	reaction	True	arrow	False	blue	hsa:2746
hsa:10797	reaction	True	arrow	False	blue	C00143
hsa:9420	reaction	True	arrow	False	blue	C01953
hsa:445	reaction	True	arrow	False	blue	C00327
C11455	reaction	True	arrow	False	blue	hsa:7108
C15979	reaction	True	arrow	False	blue	hsa:1629
hsa:2235	reaction	True	arrow	False	blue	C00032
hsa:55577	reaction	True	arrow	False	blue	C00357
hsa:5747	activation	True	arrow	False	black	hsa:9564
C01061	reaction	True	arrow	False	blue	hsa:2954
hsa:3456	activation	True	arrow	False	black	hsa:3454
hsa:25791	inhibition	True	circle	False	black	hsa:998
C01879	reaction	True	arrow	False	blue	hsa:79017
hsa:6774	expression	True	arrow	False	black	hsa:126129
hsa:5594	expression	True	arrow	False	black	hsa:4843
hsa:51540	reaction	True	arrow	False	blue	C00041
C01213	reaction	True	arrow	False	blue	hsa:4594
hsa:10901	reaction	True	arrow	False	blue	C16681
hsa:1436	activation	True	arrow	False	black	hsa:23236
hsa:102723407	activation	True	arrow	False	black	hsa:2209
hsa:3712	reaction	True	arrow	False	blue	C02939
hsa:26873	reaction	True	arrow	False	blue	C01879
C00458	reaction	True	arrow	False	blue	hsa:10714
hsa:2805	reaction	True	arrow	False	blue	C00166
hsa:5621	inhibition	True	circle	False	black	hsa:581
hsa:10000	activation	True	arrow	False	black	hsa:1147
G00125	reaction	True	arrow	False	blue	hsa:81849
hsa:160287	reaction	True	arrow	False	blue	C00109
C04582	reaction	True	arrow	False	blue	hsa:84245
hsa:22800	activation	True	arrow	False	black	hsa:5894
hsa:100526794	reaction	True	arrow	False	blue	C00212
hsa:5594	activation	True	arrow	False	black	hsa:2099
hsa:2717	reaction	True	arrow	False	blue	C00794
hsa:8795	activation	True	arrow	False	black	hsa:8737
hsa:151449	activation	True	arrow	False	black	hsa:658
hsa:3976	activation	True	arrow	False	black	hsa:3572
hsa:7099	activation	True	arrow	False	black	hsa:148022
G00109	reaction	True	arrow	False	blue	hsa:3073
hsa:4772	expression	True	arrow	False	black	hsa:3458
C11557	reaction	True	arrow	False	blue	hsa:4534
hsa:8703	reaction	True	arrow	False	blue	G00067
hsa:28	reaction	True	arrow	False	blue	G00072
hsa:2268	activation	True	arrow	False	black	hsa:5290
hsa:10474	activation	True	arrow	False	black	hsa:7157
hsa:8705	reaction	True	arrow	False	blue	G00109
G00005	reaction	True	arrow	False	blue	hsa:440138
hsa:2213	inhibition	True	circle	False	black	hsa:3592
hsa:1969	activation	True	arrow	False	black	hsa:5921
hsa:5515	activation	True	arrow	False	black	hsa:286151
hsa:2260	activation	True	arrow	False	black	hsa:25759
hsa:259307	reaction	True	arrow	False	blue	C00073
C00022	reaction	True	arrow	False	blue	hsa:5313
hsa:4351	reaction	True	arrow	False	blue	C00275
hsa:3110	indirect effect	True	arrow	True	black	hsa:3651
hsa:8408	activation	True	arrow	False	black	hsa:441925
hsa:406991	inhibition	True	circle	False	black	hsa:3190
hsa:51179	reaction	True	arrow	False	blue	C00027
hsa:55968	binding/association	False	NA	False	black	hsa:7415
hsa:4851	activation	True	arrow	False	black	hsa:11317
C00015	reaction	True	arrow	False	blue	hsa:129607
C04506	reaction	True	arrow	False	blue	hsa:9986
hsa:18	reaction	True	arrow	False	blue	C00232
hsa:5578	activation	True	arrow	False	black	hsa:5894
hsa:119391	reaction	True	arrow	False	blue	C14870
hsa:10488	expression	True	arrow	False	black	hsa:627
C00002	reaction	True	arrow	False	blue	hsa:101060521
hsa:2650	reaction	True	arrow	False	blue	G00023
hsa:8792	activation	True	arrow	False	black	hsa:695
hsa:406935	inhibition	True	circle	False	black	hsa:5598
hsa:1644	reaction	True	arrow	False	blue	C00398
hsa:1543	reaction	True	arrow	False	blue	C19566
hsa:1548	reaction	True	arrow	False	blue	C19577
hsa:4128	reaction	True	arrow	False	blue	C00780
hsa:5566	activation	True	arrow	False	black	hsa:5348
hsa:5290	compound	True	arrow	False	blue	hsa:5170
hsa:4301	inhibition	True	circle	False	black	hsa:6494
hsa:3633	reaction	True	arrow	False	blue	C05981
C00253	reaction	True	arrow	False	blue	hsa:93100
hsa:438	reaction	True	arrow	False	blue	C05635
C00093	reaction	True	arrow	False	blue	hsa:23171
hsa:2625	expression	True	arrow	False	black	hsa:3559
hsa:1432	phosphorylation	True	circle	True	black	hsa:4149
hsa:438	reaction	True	arrow	False	blue	C05660
C01345	reaction	True	arrow	False	blue	hsa:3704
G00094	reaction	True	arrow	False	blue	hsa:4668
hsa:5609	activation	True	arrow	False	black	hsa:5601
hsa:10332	activation	True	arrow	False	black	hsa:7040
C01205	reaction	True	arrow	False	blue	hsa:64902
C04554	reaction	True	arrow	False	blue	hsa:10998
