,Protein name,T Test
487,GM2 ganglioside activator (GM2 ganglioside activator protein) (Protein Gm2a),0.36308360193087774
488,UPF0505 protein C16orf62 homolog,0.36468898576945297
489,"ATP synthase subunit d, mitochondrial (RCG33654, isoform CRA_a)",0.3652765730193148
490,"Atypical kinase ADCK3, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (aarF domain-containing protein kinase 3)",0.36589068627312404
491,Prohibitin,0.36646362508543207
492,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (GPD-C) (GPDH-C) (EC 1.1.1.8)",0.3667867709954633
493,"Stomatin-like protein 2, mitochondrial (SLP-2)",0.36742399389710334
494,Signal transducer and activator of transcription 3,0.3674985703381083
495,Heat shock 70 kDa protein 4,0.36891303026376465
496,"RCG44002, isoform CRA_a (Tmem14c protein) (Transmembrane protein 14C)",0.36920588940775423
497,Heterogeneous nuclear ribonucleoprotein M,0.3696235592433216
498,"Cysteinyl-tRNA synthetase (Predicted), isoform CRA_b (Protein Cars)",0.36970688020574494
499,Dimethylaniline monooxygenase [N-oxide-forming] (EC 1.14.13.8),0.3697362081335277
500,"Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)",0.37016003504079265
501,Peroxisomal trans-2-enoyl-CoA reductase,0.37094462946634277
502,Ras-related protein Rab-7a (Ras-related protein BRL-RAS) (Ras-related protein p23),0.37216247197872454
503,"Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]",0.37353325898083445
504,Protein RGD1311345 (Similar to CG9752-PA),0.37523675242876897
505,Rab GDP dissociation inhibitor beta (Rab GDI beta) (GDI-3) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2),0.37690652564303384
506,Serine hydroxymethyltransferase (EC 2.1.2.1),0.3783732887250363
507,Protein LOC100910336,0.37874592029153664
508,Ras-related protein Rab-2A,0.37981189018000405
509,Protein Akr1c13,0.3803680519407865
510,"Protein LOC100360604 (Protein LOC691195) (RCG42727, isoform CRA_a) (Ribosomal protein L21)",0.38157649107491054
511,"NADH dehydrogenase (Ubiquinone) Fe-S protein 8 (Predicted), isoform CRA_a (Ndufs8 protein) (Protein Ndufs8)",0.38160272002476503
512,Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i),0.3818424849406681
513,Nucleoside diphosphate kinase A (NDK A) (NDP kinase A) (EC 2.7.4.6) (Metastasis inhibition factor NM23) (Tumor metastatic process-associated protein),0.38309454474962135
514,Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD) (EC 1.3.1.2) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase),0.38346807292539153
515,"Ubiquinone biosynthesis protein COQ9, mitochondrial",0.38442571491333377
516,"40S ribosomal protein S5 (Ribosomal protein S5, isoform CRA_b) (Rps5 protein)",0.3846721289770947
517,Polymeric immunoglobulin receptor,0.38529424087607034
518,Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin),0.3861975047499243
519,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,0.38759988880214324
520,ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1),0.38803699335584607
521,Annexin,0.3882840663808298
522,"Hyou1 protein (Hypoxia up-regulated 1, isoform CRA_a) (Hypoxia up-regulated protein 1)",0.3912799664741078
523,Protein disulfide-isomerase A5,0.39137531084408583
524,"Ubiquitin-conjugating enzyme E2 D3 (Ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast), isoform CRA_a)",0.39145886106996464
525,Programmed cell death 6-interacting protein (ALG-2-interacting protein 1),0.392176281221145
526,"Fumarate hydratase 1 (Fumarate hydratase, mitochondrial)",0.39253848452667384
527,LUC7-like 2 (S. cerevisiae) (LUC7-like 2 (S. cerevisiae) (Predicted)) (Protein Luc7l2),0.39372799086604604
528,Elongation factor 2 (EF-2),0.39389856410616164
529,Voltage-dependent anion-selective channel protein 1 (VDAC-1) (rVDAC1) (Outer mitochondrial membrane protein porin 1),0.3943588110963888
530,"Protein Ppcs (RCG50172, isoform CRA_b)",0.3951410643984813
531,Protein Vwa8,0.3960218765549638
532,Prothrombin (EC 3.4.21.5) (Coagulation factor II),0.39704029382526684
533,Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II),0.397099537252778
534,Protein Slc25a15 (Solute carrier family 25 (Mitochondrial carrier ornithine transporter) member 15),0.3983921828425021
535,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),0.3990483519201843
536,Contaminant,0.39928688109006505
537,EH domain-containing protein 3,0.39946316462458964
538,40S ribosomal protein S23,0.4026253628697236
539,Nicotinamide phosphoribosyltransferase,0.4033486769258572
540,"Acyl-CoA thioesterase 2 (Acyl-coenzyme A thioesterase 2, mitochondrial) (RCG20653)",0.40390049953046847
541,"Protein Ppp2r1a (Protein phosphatase 2 (Formerly 2A), regulatory subunit A (PR 65), alpha isoform, isoform CRA_a) (Protein phosphatase 2 (Formerly 2A), regulatory subunit A, alpha isoform)",0.40415384632970563
542,"Aldehyde dehydrogenase, cytosolic 1 (EC 1.2.1.3) (ALDH class 1) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A7) (Aldehyde dehydrogenase phenobarbital-inducible)",0.404642590645767
543,Cytoplasmic FMR1 interacting protein 1 (Predicted) (Protein Cyfip1),0.40639392929212315
544,Extended synaptotagmin-1,0.4070459882707761
545,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)",0.4078831055927553
546,40S ribosomal protein S3 (EC 4.2.99.18),0.40830624968118834
547,Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (Solute carrier family 25 member 20),0.4089834380805091
548,Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase) Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)],0.4104378350272099
549,"Aldehyde dehydrogenase X, mitochondrial (RCG55098)",0.41043892229120993
550,Malic enzyme,0.41083413463269947
551,Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD),0.411448384689861
552,Protein LOC100364748,0.41154780649375544
553,Eukaryotic translation initiation factor 5 (eIF-5),0.41299013572598575
554,Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1),0.41302070776103217
555,Methyltransferase-like protein 7B (EC 2.1.1.-) (Associated with lipid droplet protein 1) (ALDI),0.4144629337790867
556,Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5),0.41524622977543024
557,NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form NADH-cytochrome b5 reductase 3 soluble form],0.41548083317308804
558,"NADH dehydrogenase (Ubiquinone) Fe-S protein 3 (Predicted), isoform CRA_c (Protein Ndufs3)",0.4160119887396083
559,Cytochrome P450 2D10 (EC 1.14.14.1) (CYPIID10) (Cytochrome P450-CMF1B) (Cytochrome P450-DB5) (Debrisoquine 4-hydroxylase),0.41614136517734124
560,Protein Tnpo1,0.4172494454825527
561,"60S ribosomal protein L13a (Neuroprotective protein 11) (RCG53885, isoform CRA_d) (Ribosomal protein L13A)",0.41742167060713475
562,Membrane-associated progesterone receptor component 1 (25-DX) (Acidic 25 kDa protein) (Ventral midline antigen) (VEMA),0.4182336616094212
563,"Phosphoribosyl pyrophosphate synthase-associated protein 1 (Phosphoribosyl pyrophosphate synthetase-associated protein 1, isoform CRA_a)",0.41900346184748327
564,"Far upstream element-binding protein 2 (KH-type splicing regulatory protein, isoform CRA_b)",0.4198851407450793
565,Pro-cathepsin H,0.4205462685883513
566,Monoglyceride lipase (MGL) (EC 3.1.1.23) (Monoacylglycerol lipase) (MAGL),0.422791773561794
567,"Adaptor protein complex AP-2, alpha 1 subunit (Predicted) (Protein Ap2a1)",0.4228835429530351
568,"Myosin, heavy polypeptide 9, non-muscle (Uncharacterized protein)",0.422979904438866
569,Citrate synthase,0.42307660272393455
570,"Lupus La protein homolog (Sjogren syndrome antigen B) (Sjogren syndrome antigen B, isoform CRA_a)",0.42352565697959244
571,Malignant T-cell-amplified sequence,0.42556503744130325
572,Sorting nexin-5,0.4264061627894825
573,Ras-related protein Rab-11B,0.4265970308025381
574,"Filamin, beta (Predicted) (Protein Flnb)",0.4270855049677702
575,"Protein kinase, cAMP-dependent, catalytic, alpha (cAMP-dependent protein kinase catalytic subunit alpha)",0.4273740864485591
576,Protein Acad10,0.42804272074117355
577,Anion exchange protein,0.4284776533053003
578,Protein LOC100362751,0.42957992423676994
579,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),0.4303580739652697
580,ATPase family AAA domain-containing protein 1,0.43348330847621863
581,"Coiled-coil domain containing 58 (Predicted), isoform CRA_c (Protein Ccdc58)",0.4344068279217538
582,"Propionyl-CoA carboxylase beta chain, mitochondrial (PCCase subunit beta) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit beta)",0.43562294073736163
583,AP complex subunit beta,0.43641991211841746
584,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (CD antigen CD321),0.4366034775632265
585,Sulfotransferase (EC 2.8.2.-),0.4383261828630787
586,"ATP synthase subunit alpha, mitochondrial",0.439197239786984
587,"Protein LOC102555453 (RCG45615, isoform CRA_a) (Similar to 60S ribosomal protein L12)",0.4403103554904071
588,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",0.44174251366037964
589,"ATP synthase subunit g, mitochondrial (ATPase subunit g)",0.44251126684673303
590,Uncharacterized protein,0.4425724319598361
591,Protein LOC681718,0.4431363427105056
592,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Low molecular mass ubiquinone-binding protein) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),0.44428798635094624
593,"Ndufa7 protein (Protein Ndufa7) (RCG37550, isoform CRA_a)",0.44456783527104327
594,"Acid phosphatase 6, lysophosphatidic (Protein Acp6)",0.4446352543402887
595,"Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4)",0.4448323139779401
596,"Protein Ppp2r4 (Protein phosphatase 2A activator, regulatory subunit 4) (Protein phosphatase 2A, regulatory subunit B (PR 53) (Predicted))",0.4458357433180441
597,"Alpha-enolase (Enolase 1, (Alpha)) (RCG31027, isoform CRA_a)",0.4463864973553525
598,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",0.44696750722616474
599,Integrin beta,0.44808606356353275
600,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",0.44826080151473036
601,Mitochondrial coenzyme A transporter SLC25A42 (Slc25a42 protein),0.4488821651181417
602,"Alanine--glyoxylate aminotransferase 2, mitochondrial (AGT 2) (EC 2.6.1.44) ((R)-3-amino-2-methylpropionate--pyruvate transaminase) (EC 2.6.1.40) (Beta-ALAAT II) (Beta-alanine-pyruvate aminotransferase) (D-AIBAT)",0.4510778777135557
603,Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1),0.45168403937380674
604,Cytochrome c oxidase subunit 6C-2 (Cytochrome c oxidase polypeptide VIc-2),0.4526873370944299
605,Phosphatidylinositide phosphatase SAC1 (EC 3.1.3.-) (Suppressor of actin mutations 1-like protein),0.4532065955929998
606,26S proteasome non-ATPase regulatory subunit 2,0.4533089616416843
607,Alcohol sulfotransferase A (EC 2.8.2.2) (Androsterone-sulfating sulfotransferase) (AD-ST) (Hydroxysteroid sulfotransferase A) (STA) (ST-40) (Senescence marker protein 2A) (Sulfotransferase 2A2) (ST2A2),0.4555092082150285
608,Succinyl-CoA ligase subunit beta (EC 6.2.1.-),0.45616245981777237
609,"Tropomyosin 1, alpha, isoform CRA_p (Tropomyosin alpha-1 chain)",0.45709410002078554
610,Protein Sar1a,0.4588321070132503
611,Coiled-coil domain-containing protein 47,0.45963851090710084
612,"Aspartate--tRNA ligase, cytoplasmic (Aspartyl-tRNA synthetase) (RCG46287)",0.45990562664502255
613,Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit),0.4612727678808306
614,Dehydrogenase/reductase (SDR family) member 7 (Down-regulated in nephrectomized rat kidney #3) (Protein Dhrs7l1),0.4629904132862973
615,"Protein Gas2 (Similar to growth arrest-specific protein 2-mouse (Predicted), isoform CRA_b)",0.4638744684646471
616,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),0.4645279889568116
617,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta),0.46458452242590975
618,Heterogeneous nuclear ribonucleoprotein A1 (Hnrpa1 protein),0.46638912956925116
619,Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3),0.4665036901411177
620,"NADH dehydrogenase (Ubiquinone) flavoprotein 1 (NADH dehydrogenase (Ubiquinone) flavoprotein 1, isoform CRA_a) (Protein Ndufv1)",0.4668402724315608
621,Chromosome segregation 1-like (S. cerevisiae) (Predicted) (Protein Cse1l),0.4673226948308715
622,Transgelin,0.4673273546942208
623,Aldehyde oxidase 4,0.468083368821813
624,"26S proteasome non-ATPase regulatory subunit 11 (Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 11 (Predicted), isoform CRA_b)",0.4683069264985703
625,Protein Mars,0.4683819239745831
626,Beta-glucuronidase (EC 3.2.1.31),0.468837910427926
627,Protein disulfide-isomerase A4 (Endoplasmic reticulum resident protein 72),0.4688841914679528
628,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)",0.469153462600861
629,Regulator of microtubule dynamics protein 1 (RMD-1) (Protein FAM82B),0.4696717324434815
630,Hnrpk protein (Protein LOC100363335),0.47242085868451866
631,"Biliverdin reductase B (Flavin reductase (NADPH)) (Biliverdin reductase B (Flavin reductase (NADPH)) (Predicted), isoform CRA_b) (Protein Blvrb)",0.4726404207768672
632,Metaxin 2 (Protein Mtx2),0.47353716048538996
633,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha),0.4735477477636172
634,Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta),0.4740012318054243
635,Cytochrome P450 2D26 (EC 1.14.14.1) (CYPIID26) (Cytochrome P450-CMF2) (Cytochrome P450-DB2) (Debrisoquine 4-hydroxylase),0.47412741665396785
636,Protein Uqcr10,0.4743942529075442
637,"Spectrin beta 3 (Spectrin beta chain, non-erythrocytic 2)",0.47558480352830135
638,Calcium-regulated heat stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24),0.4758847453505194
639,"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)",0.47613939004274286
640,Coatomer subunit beta (Beta-coat protein) (Beta-COP),0.47653861060393643
641,Protein Acsm1,0.4775867839343285
642,"ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase subunit b) (ATPase subunit b)",0.4780949405902005
643,40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40),0.47814103974253985
644,Protein Pck2,0.479049518132052
645,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 (Ddx5) (Protein Ddx5),0.47918412252818776
646,Carboxylesterase 1D (Carboxyesterase ES-10) (Carboxylesterase 3) (EC 3.1.1.1) (EC 3.1.1.67) (ES-HVEL) (Fatty acid ethyl ester synthase) (FAEE synthase) (Liver carboxylesterase 10) (pI 6.1 esterase),0.4795427744344578
647,Succinyl-CoA ligase subunit beta (EC 6.2.1.-),0.4796197289819514
648,"ATP-binding cassette, sub-family E (OABP), member 1 (Protein Abce1)",0.47975083161364007
649,Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N),0.480269662755075
650,Protein Prodh,0.48072558524386955
651,Protein Stt3a (Stt3a protein),0.4809987113530724
652,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10)",0.4812123922603986
653,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36),0.4824360319781571
654,Isochorismatase domain-containing protein 2,0.48310580179321805
655,40S ribosomal protein S21,0.48329904800625
656,Peptidyl-prolyl cis-trans isomerase,0.4846194439523037
657,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25),0.4853594380636955
658,Dihydrofolate reductase (RCG44522),0.48555238018940083
659,Protein Zfp341,0.4860582474573386
660,Ab1-219 (Metalloreductase STEAP4),0.48606594069951725
661,Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372),0.4866580356913641
662,"Thioredoxin reductase 1, cytoplasmic (TR) (EC 1.8.1.9) (NADPH-dependent thioredoxin reductase) (Thioredoxin reductase TR1)",0.48763720947763467
663,Profilin-1 (Profilin I),0.48771452138308036
664,"RAB14, member RAS oncogene family (Ras-related protein Rab-14)",0.4893475831848979
665,Choline/ethanolaminephosphotransferase 1 (EC 2.7.8.1) (EC 2.7.8.2),0.4906620746786764
666,"Protein Abracl (RCG57402, isoform CRA_b)",0.4914686374798033
667,"HtrA serine peptidase 2 (Protein Htra2) (RCG56292, isoform CRA_d)",0.49195975796644786
668,"Phosphoglucomutase 3 (Predicted), isoform CRA_a (Protein Pgm3)",0.49217440128693435
669,Fatty acid synthase (EC 2.3.1.85),0.4929883347982541
670,"All-trans-13,14-dihydroretinol saturase, isoform CRA_b (All-trans-retinol 13,14-reductase)",0.4933757914590292
671,"Heterogeneous nuclear ribonucleoprotein F (hnRNP F) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]",0.4942602311727534
672,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (38 kDa BFA-dependent ADP-ribosylation substrate) (BARS-38) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),0.4943281583866702
673,Xylulose kinase (Xylulokinase) (EC 2.7.1.17),0.49471451865583804
674,Heterogeneous nuclear ribonucleoproteins A2/B1,0.49569169911576827
675,Galectin,0.49639769014768
676,"Complement component 1 Q subcomponent-binding protein, mitochondrial (GC1q-R protein) (Glycoprotein gC1qBP) (C1qBP)",0.49670828199496275
677,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Asparaginase-like sperm autoantigen) (Beta-aspartyl-peptidase) (Glial asparaginase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain Isoaspartyl peptidase/L-asparaginase beta chain],0.49777868943027714
678,Phenylalanine hydroxylase (Phenylalanine-4-hydroxylase),0.4981319043730784
679,Cytochrome P450 2A1 (EC 1.14.14.1) (CYPIIA1) (Cytochrome P450-UT-F) (Steroid hormones 7-alpha-hydroxylase) (Testosterone 7-alpha-hydroxylase),0.49835733588812114
680,Putative L-aspartate dehydrogenase,0.4998629545363006
681,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (FK506-binding protein 8) (FKBP-8) (Rotamase),0.4999098532763786
682,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),0.5008896705104996
683,"Protein Aimp1 (Small inducible cytokine subfamily E, member 1)",0.500963098485608
684,Protein Slc25a13,0.5015793347610367
685,Septin-7,0.5029156489244281
686,Cysteine sulfinic acid decarboxylase (EC 4.1.1.29) (Cysteine-sulfinate decarboxylase) (Sulfinoalanine decarboxylase),0.5029962867231073
687,Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47),0.5034387924096912
688,"Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)",0.5035802119438324
689,DNA damage-binding protein 1 (Damage-specific DNA binding protein 1),0.5040113198597308
690,Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1) (FBP-CI),0.5041631219931277
691,"Catenin (Cadherin associated protein), delta 1 (Predicted), isoform CRA_a (Protein Ctnnd1)",0.5050483599974145
692,Protein Ppidl1,0.5053007211280249
693,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14),0.5066336875932431
694,"Ribonuclease inhibitor (Ribonuclease/angiogenin inhibitor 1, isoform CRA_a)",0.5070205816982054
695,Nipsnap homolog 3A (C. elegans) (Protein Nipsnap3b),0.5083608671436457
696,Proteasome subunit alpha type-6 (EC 3.4.25.1) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain),0.5104716257076476
697,"Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)",0.5107900368785412
698,Oligosaccharyltransferase complex subunit OSTC,0.5125189253581452
699,"Protein Timm50 (RCG54610, isoform CRA_a)",0.5132592603340493
700,Protein Iars2,0.5140317577068593
701,"Cathepsin D (Cathepsin D, isoform CRA_c)",0.5141151542993995
702,Galectin-5 (Gal-5) (RL-18),0.5157763894040641
703,Myotrophin (Granule cell differentiation protein) (Protein V-1),0.5174054758187034
704,Sideroflexin-1 (Tricarboxylate carrier protein) (TCC),0.5177965969866442
705,Aldehyde oxidase 1,0.517965828189272
706,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (eIF-3-beta) (eIF3 p36),0.5179706720166768
707,Importin subunit alpha,0.5209730108027354
708,26S protease regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (Proteasome 26S subunit ATPase 4) (S6 ATPase) (Tat-binding protein 7) (TBP-7),0.5211990020263191
709,Carboxylic ester hydrolase (EC 3.1.1.-),0.5216947161212802
710,Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase),0.522216071884493
711,"Protein Scrn3 (Secernin 3, isoform CRA_a)",0.5222954971325
712,Contaminant,0.5225593341855894
713,UDP-glucuronosyltransferase 2B37 (UDPGT 2B37) (EC 2.4.1.17) (17-beta-hydroxysteroid-specific UDPGT) (UDP-glucuronosyltransferase R-21) (UDPGTr-21) (UDPGTr-5),0.522741536634552
714,Haloacid dehalogenase-like hydrolase domain containing 3 (Protein Hdhd3) (RCG55172),0.5235791047087388
715,Signal peptidase complex subunit 3,0.5262197044291519
716,60S ribosomal protein L30,0.5265109063160724
717,Biliverdin reductase A (BVR A) (EC 1.3.1.24) (Biliverdin-IX alpha-reductase),0.5280038172984014
718,"Protein Tfg (RCG52996, isoform CRA_a) (Trk-fused protein)",0.5282869430193876
719,Protein RGD1561636,0.5295337427590789
720,Dead end homolog 1 (Zebrafish) (Histidyl-tRNA synthetase) (Protein Hars),0.5305744988526975
721,"Grhpr protein (Protein Grhpr) (RCG54768, isoform CRA_a)",0.5333946480960485
722,"Protein Srsf1 (RCG34610, isoform CRA_c)",0.5336627155038118
723,Heterogeneous nuclear ribonucleoprotein Q,0.5347148548450986
724,"Cytochrome P450 2C22 (Cytochrome P450 2C70) (Cytochrome P450, family 2, subfamily c, polypeptide 70, isoform CRA_b)",0.5351338622229713
725,Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase II) (CA-II),0.5360819310023514
726,Sulfotransferase 1A1 (ST1A1) (EC 2.8.2.1) (Aryl sulfotransferase) (Aryl sulfotransferase IV) (ASTIV) (Minoxidil sulfotransferase) (Mx-ST) (PST-1) (Phenol sulfotransferase) (Sulfokinase) (Tyrosine-ester sulfotransferase),0.5362805553975549
727,V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F),0.5365156798317706
728,14-3-3 protein zeta/delta,0.5372507037102009
729,Apolipoprotein B-100,0.5381586372632983
730,Cytochrome c oxidase subunit 2,0.5383200749987459
731,"Solute carrier family 2 (Facilitated glucose transporter), member 2 (Solute carrier family 2, facilitated glucose transporter member 2)",0.5385649674187135
732,WD repeat-containing protein 1,0.5391759375422386
733,Protein Gcn1l1,0.5394678767670034
734,"CDK5 regulatory subunit associated protein 3, isoform CRA_b (CDK5 regulatory subunit-associated protein 3) (Cdk5rap3 protein)",0.5395181995071844
735,"Cullin 2 (Predicted), isoform CRA_a (Protein Cul2)",0.539634623180897
736,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (EC 2.4.99.18) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2),0.5403467280436451
737,Apolipoprotein O-like (Protein Apool),0.5406424190243098
738,Cytochrome P450 2C7,0.5409205125349913
739,Calreticulin (CALBP) (CRP55) (Calcium-binding protein 3) (CABP3) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP),0.5426603257265832
740,"Mitochondrial import receptor subunit TOM40 homolog (Translocase of outer mitochondrial membrane 40 homolog (Yeast), isoform CRA_b)",0.5427228225823004
741,Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52),0.5431661770667998
742,Coatomer subunit alpha,0.5440660535696276
743,Protein ERGIC-53,0.5448901834971929
744,Uncharacterized protein,0.5454253083669223
745,ADP-ribosylation factor 4,0.5476507381052784
746,Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma),0.5483706789336141
747,Apolipoprotein A-II (Apo-AII) (ApoA-II) (Apolipoprotein A2) [Cleaved into: Proapolipoprotein A-II (ProapoA-II)],0.5488033028950695
748,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)",0.5495597555758769
